rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
363,0.4428152492668622,48,14.17693059628543,-0.07760463352409859,0.009225317693059629,-0.01950590953523505,42,39,37,30,8,7,17,14,12,10,7,6,0.4827499211605168,0.1136559139784946,0.003528836754643206,82,38
715,0.479960899315738,49,14.88563049853372,-0.09620436038875742,0.009795120394198735,-0.02021683106727095,43,39,21,11,8,7,17,14,12,9,7,6,0.4819712572789074,0.1159237536656891,0.003695014662756598,83.14285714285714,0
786,0.4340175953079179,47,14.79276637341153,-0.08412079561223829,0.009234416921445061,-0.01922450309547084,41,37,18,11,8,7,19,15,14,11,8,7,0.4580319756376092,0.1735386119257087,0.004173998044965787,81.14285714285714,37
857,0.4731182795698925,47,15.87585532746823,-0.07413336617203345,0.0100663463738275,-0.0196318018898664,42,38,15,29,8,6,18,15,13,10,7,6,0.4830345710627399,0.1844868035190617,0.004467253176930596,83.71428571428571,36.71428571428572
928,0.4467253176930596,48,15.28543499511242,-0.07715674362089935,0.009306777451938742,-0.0201028517999065,42,38,16,11,8,7,17,14,12,10,7,6,0.4730483557801955,0.1545845552297165,0.004017595307917889,80,36.57142857142857
999,0.4819159335288368,48,15.30449657869013,-0.120109858525213,0.01003991528185077,-0.01971326164874552,42,38,21,10,8,6,18,15,14,11,8,7,0.4579952670723463,0.1302052785923753,0.003890518084066471,82.28571428571429,36.28571428571428
1070,0.4594330400782014,47,14.35630498533725,-0.0974364212031457,0.009775171065493646,-0.01882782948701602,41,38,20,11,8,6,17,14,12,10,7,6,0.4840729483282675,0.1584066471163245,0.003880742913000977,81.57142857142857,37.85714285714285
1142,0.4525904203323558,48,14.90273704789834,-0.1104260273523336,0.009428967090257413,-0.0189801238188335,42,38,14,10,7,6,18,15,13,11,8,6,0.463282937365011,0.1787976539589443,0.00439882697947214,80,36.57142857142857
1355,0.469208211143695,47,14.7565982404692,-0.1171833598304191,0.009983153428589256,-0.01926523297491039,41,37,35,10,8,6,18,15,14,11,8,7,0.4586854460093893,0.1538905180840664,0.004027370478983382,84,0
1426,0.4594330400782013,47,14.84652981427174,-0.08980774295496441,0.009775171065493646,-0.01767350928641251,41,38,19,10,8,6,19,16,14,11,9,7,0.4768321513002362,0.1882991202346042,0.004340175953079179,82.85714285714286,37.85714285714285
1498,0.4389051808406647,46,14.89393939393939,-0.09460834181078269,0.00954141697479706,-0.01946888237210818,41,37,20,10,7,6,18,15,13,10,8,6,0.4618517340120903,0.1837927663734116,0.004359726295210167,89.57142857142857,36.57142857142857
2639,0.4936461388074291,47,15.97653958944281,-0.1060939794419973,0.01050310933632828,-0.02052785923753666,41,37,20,10,7,6,18,15,14,11,8,6,0.4638683586668525,0.1728152492668622,0.004418377321603128,82,36
2710,0.4975562072336266,47,15.71163245356794,-0.1274808685372989,0.01058630228156652,-0.02044639947865754,41,37,35,10,8,6,18,15,13,10,8,6,0.4587287971443593,0.1456304985337243,0.004056695992179863,82.14285714285714,36.14285714285715
