rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
8668,0.3343108504398827,50,10.33724340175952,-0.3754137115839255,0.006686217008797654,-0.01248699271592091,40,11,10,7,5,4,25,22,20,17,13,11,0.314489928525016,0.06301075268817201,0.003010752688172043,99.34817428173029,45.17603988007814
9570,0.3333333333333333,50,9.785923753665685,-0.41579262810908,0.006666666666666666,-0.0126099706744868,39,10,9,7,6,5,24,21,20,16,13,11,0.3104472140762461,0.05822091886608012,0.002825024437927664,100.1304433705628,46.54501078553506
10059,0.3743890518084066,53,11.69843597262954,-0.3234593691247121,0.007063944373743521,-0.01382006943742205,43,34,11,8,6,5,23,20,19,15,12,10,0.3541361523275813,0.07544477028347994,0.00300097751710655,100.7171451871872,46.93614532995132
12906,0.4261974584555229,52,11.67448680351906,-0.3783806413798884,0.008196104970298518,-0.01480240189917609,42,30,11,8,6,5,23,20,18,15,12,10,0.3633314220183485,0.07651026392961872,0.003118279569892472,103.0639524536848,47.71841441878384
12987,0.418377321603128,53,12.18132942326492,-0.3033342695502141,0.007893911728360906,-0.01365153200525837,43,14,12,9,7,6,24,20,19,16,12,10,0.3895600638249377,0.04085043988269794,0.002678396871945259,105.6063269923905,50.26078895748954
14041,0.3519061583577712,52,11.95307917888563,-0.3824010467778868,0.006767426122264831,-0.01567398119122257,43,10,9,7,6,5,23,20,18,15,12,10,0.2825102880658436,0.07399804496578689,0.003343108504398827,102.8683851814766,48.89181805203263
14123,0.4516129032258064,52,11.79814271749756,-0.3733377521852604,0.0086848635235732,-0.01441837732160313,42,29,12,9,6,5,23,20,18,15,12,10,0.3859307359307361,0.08494623655913981,0.003167155425219941,103.8462215425173,49.08738532424076
14204,0.4349951124144673,54,12.53372434017595,-0.379776945874279,0.008055465044712358,-0.01574500768049155,43,30,11,9,7,6,23,20,18,15,12,10,0.3516579884899972,-0.003440860215053775,0.002121212121212121,106.7797306256392,52.6075962239871
14448,0.3812316715542522,52,11.6001955034213,-0.4208308755372041,0.007331378299120236,-0.01543802878619342,42,10,9,7,5,4,23,20,19,16,12,10,0.2979423868312753,0.07861192570869985,0.003440860215053764,103.0639524536848,47.71841441878384
14530,0.4037145650048876,53,12.09139784946237,-0.2738186668822505,0.007617255943488444,-0.01334816462736374,43,36,28,9,7,6,24,20,19,16,13,11,0.3939053918384221,0.04985337243401759,0.002678396871945259,104.6284906313498,50.6519235019058
15184,0.364613880742913,52,11.32355816226786,-0.4612828038674028,0.007011805398902173,-0.01515151515151515,21,9,9,7,5,4,24,21,19,16,13,11,0.2660367488393388,0.08371456500488755,0.003704789833822092,102.6728179092685,48.6962507798245
15266,0.3998044965786901,53,12.0464320625611,-0.3765975575120704,0.007543481067522455,-0.01614713442670432,43,31,10,8,6,5,22,18,17,14,10,8,0.3393643031784844,0.06864125122189633,0.003235581622678396,103.2595197258929,48.30511623540824
15348,0.4232649071358748,55,11.98875855327469,-0.3629173631212033,0.007695725584288634,-0.01375265446455658,44,34,11,9,7,6,24,21,19,16,13,11,0.3730616958099638,0.03295210166177909,0.002629521016617791,105.6063269923905,50.6519235019058
15431,0.4154447702834799,53,9.78836754643206,-0.4552853647575775,0.007838580571386413,-0.01281633539698056,43,29,11,9,6,5,22,19,17,15,12,9,0.3869411764705882,0.07953079178885626,0.002668621700879765,106.388596081223,50.6519235019058
15513,0.4056695992179863,55,12.59726295210166,-0.3340575774035846,0.007375810894872479,-0.01466275659824047,45,23,11,9,7,6,24,21,19,16,12,10,0.3549913941480207,0.09812316715542518,0.003802541544477028,103.455086998101,48.6962507798245
15840,0.5327468230694037,52,12.613880742913,-0.3762786732796037,0.01024513121287315,-0.01378636195098931,41,33,12,9,7,5,24,20,19,16,13,11,0.4246913580246914,0.1194623655913978,0.003685239491691104,106.9752978978474,50.45635622969767
15922,0.3929618768328446,53,12.73704789833821,-0.3747505755947809,0.007414375034581973,-0.01638183840631004,43,31,9,8,6,5,24,20,19,15,12,10,0.3017837641062976,0.1151515151515152,0.004330400782013685,103.0639524536848,49.47851986865702
16003,0.3880742913000978,53,11.95601173020528,-0.4338974736325723,0.007322156439624487,-0.01637341153470186,15,10,9,7,5,4,22,19,17,14,11,9,0.2985042137015268,0.05365591397849461,0.003225806451612904,102.8683851814766,49.08738532424076
16083,0.4281524926686217,54,11.62854349951125,-0.35659045057162,0.007928749864233734,-0.01304479724946911,43,34,12,9,7,6,24,20,19,16,13,11,0.3929691368212578,0.08092864125122184,0.002991202346041055,104.0417888147254,50.26078895748954
16166,0.4017595307917889,51,10.43597262952102,-0.4083926564256272,0.007877637858662528,-0.01351068286552158,40,27,11,8,6,5,23,19,18,15,12,10,0.3675813853213834,0.008807429130009776,0.001994134897360704,107.5619997144718,50.6519235019058
16249,0.4574780058651026,55,17.25415444770283,-0.2539799444790664,0.008317781924820048,-0.006576024171332089,45,35,12,9,7,6,60,57,55,51,47,45,0.3432577523486615,0.1402932551319649,0.00429130009775171,104.6284906313498,50.06522168528141
16331,0.3020527859237537,16,6.823069403714568,-0.02514326647564447,0.0188782991202346,-0.01365153200525837,11,9,8,6,5,4,23,20,19,15,12,10,0.3681409564904713,0.06173020527859234,0.002932551319648093,102.6728179092685,47.91398169099197
16413,0.3998044965786901,54,11.79276637341153,-0.3649287135278521,0.007403786973679446,-0.01402231435601847,44,25,11,9,7,5,24,20,19,16,13,10,0.3541108198073465,0.03469208211143696,0.002678396871945259,103.8462215425173,50.26078895748954
17070,0.3118279569892473,51,9.758553274682324,-0.4437543824501643,0.00611427366645583,-0.01455802262253875,22,10,9,7,6,5,23,19,18,15,12,10,0.2543946668782991,0.05326490713587487,0.003000977517106549,101.890548820436,47.52284714657571
17152,0.3900293255131965,54,11.50928641251222,-0.3900543570579248,0.007222765287281416,-0.01365153200525837,43,26,10,8,6,5,23,20,18,15,11,9,0.3554669807047739,0.02378299120234606,0.002453567937438905,103.455086998101,50.45635622969767
17235,0.4144672531769306,54,9.894428152492679,-0.4394388460778493,0.007675319503276492,-0.01256290503602332,43,31,11,9,7,6,22,19,17,14,11,10,0.3937514558583743,0.05406647116324536,0.002297165200391007,105.6063269923905,49.67408714086515
17317,0.4232649071358749,55,12.32697947214076,-0.377621823083938,0.007695725584288634,-0.01336991139280421,43,25,11,9,7,6,25,22,21,17,14,12,0.3577796874160801,0.09106549364613882,0.00375366568914956,103.0639524536848,48.50068350761637
