rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
263,0.4574780058651026,17,16.06304985337243,0.01837821390537055,0.02691047093324133,-0.007263704037897586,13,11,10,8,7,6,56,51,48,44,38,23,0.4194809255784864,-0.0447116324535679,0.001896383186705768,116.7536615082539,56.32337439594158
1506,0.447702834799609,18,14.99902248289347,0.04125391032325348,0.02487237971108939,-0.007942326490713587,14,12,11,10,8,7,55,50,49,45,41,37,0.3486793055703487,-0.03199413489736067,0.002336265884652982,116.949228780462,56.91007621256598
1588,0.5112414467253177,19,17.56793743890519,0.02003115958157141,0.0269074445644904,-0.007263704037897585,14,12,11,9,8,7,57,53,51,47,41,25,0.4537466994445964,-0.07119257086999017,0.001720430107526881,117.3403633248783,55.34553803490093
1673,0.4662756598240469,19,17.16422287390028,0.01811037075004281,0.02454082420126562,-0.007392473118279569,14,12,11,9,8,7,54,50,48,43,31,22,0.4437119547371874,-0.02192570869990223,0.002179863147605083,115.1891233305889,56.12780712373345
1756,0.4252199413489736,20,14.29716520039101,0.0331943115000685,0.02126099706744868,-0.006826853340901208,15,13,12,10,9,7,53,48,46,43,40,36,0.4206335856462012,-0.02615835777126098,0.001915933528836755,112.451181519675,56.32337439594158
1838,0.4281524926686217,19,16.67546432062564,0.00521718740840616,0.02253434171940114,-0.006442726384075358,13,11,11,9,7,6,57,52,50,44,24,17,0.4696481332258937,-0.1202932551319647,0.0006256109481915939,114.6024215139645,58.47461439023102
2170,0.4565004887585533,20,15.89149560117305,0.03066371409239097,0.02282502443792767,-0.005678908904715357,15,13,12,10,8,7,54,50,49,46,35,37,0.5352287092696274,-0.02744868035190619,0.001348973607038123,116.3625269638377,56.91007621256598
2253,0.4271749755620723,21,15.07820136852396,0.04207455429497567,0.02034166550295582,-0.007740012499399066,16,14,13,11,9,8,53,49,47,42,36,25,0.3868951275325114,0.02304007820136852,0.002717497556207234,117.3403633248783,58.86574893464728
2335,0.436950146627566,21,15.10948191593354,0.02743093743934794,0.0208071498394079,-0.006748021316179485,16,13,13,11,9,8,54,50,48,44,40,35,0.4462682946551309,0.01212121212121214,0.002258064516129032,116.7536615082539,58.86574893464728
2418,0.4183773216031281,20,15.37536656891496,0.02339627439760961,0.0209188660801564,-0.007447749383233255,15,13,12,10,8,7,54,49,48,44,29,22,0.3903276658034003,-0.01649071358748777,0.002121212121212121,117.9270651415027,59.6480180234798
2500,0.469208211143695,21,16.96823069403714,0.0489673646916497,0.02234324814969976,-0.007547714052209029,17,14,14,12,10,8,53,49,47,43,34,21,0.4573424796747965,0.03462365591397851,0.002649071358748778,116.5580942360458,59.25688347906354
2582,0.4525904203323559,20,16.21065493646139,0.03072330931347434,0.02262952101661779,-0.007757071232617539,15,13,12,10,8,7,53,49,47,43,34,22,0.4124216404151083,-0.04304007820136849,0.001935483870967742,116.5580942360458,58.67018166243915
2665,0.4858260019550342,21,18.17693059628544,0.02070449045442316,0.02313457152166829,-0.008072399331504431,16,14,13,11,8,7,53,48,46,41,28,22,0.4415408111318516,-0.0666471163245357,0.001661779081133919,116.3625269638377,59.25688347906354
2747,0.52297165200391,22,20.75757575757575,0.02776077230986588,0.02377143872745046,-0.008509206288159222,16,14,13,12,10,8,51,47,45,39,22,16,0.4872649476410313,-0.01135874877810361,0.002238514173998045,115.1891233305889,59.45245075127167
2830,0.5131964809384164,22,19.22238514174,0.0458440336647258,0.02332711276992802,-0.008048224177256435,17,15,14,12,10,9,51,47,45,40,27,20,0.4921951219512201,0.03438905180840662,0.002639296187683284,114.2112869695482,58.47461439023102
2912,0.4956011730205279,21,15.6392961876833,0.02556409775610976,0.02360005585812038,-0.007205247059565478,16,14,13,11,9,7,54,50,48,45,41,37,0.4364915282431505,-0.008954056695992182,0.002414467253176931,114.4068542417563,58.67018166243915
3327,0.4301075268817204,18,14.79081133919844,0.0353578745621573,0.02389486260454002,-0.005265979251411092,14,12,11,9,8,7,54,49,47,44,31,18,0.5589488636363639,0.01452590420332358,0.001622678396871945,113.2334506085076,50.45635622969767
3408,0.3773216031280547,19,13.4437927663734,0.03228386533847173,0.01985903174358183,-0.006430229716520039,14,12,12,10,8,7,55,51,49,45,36,24,0.3945314938510515,-0.02638318670576732,0.0018475073313783,117.1447960526702,58.47461439023102
3492,0.3910068426197459,20,11.66617790811341,0.03871129917466173,0.0195503421309873,-0.005376344086021506,15,13,12,10,9,7,54,49,48,45,42,40,0.448323170731708,-0.009364613880742903,0.001671554252199414,113.2334506085076,57.88791257360663
3906,0.4486803519061583,21,16.50439882697949,0.03050225065150449,0.0213657310431504,-0.007946268091949673,16,14,13,11,9,8,53,48,46,41,33,24,0.4016064257028116,-0.02063538611925708,0.002316715542521994,117.1447960526702,57.88791257360663
3989,0.4565004887585533,20,16.52883675464322,0.01670707907031753,0.02282502443792767,-0.006606123671680384,15,13,12,10,8,7,54,49,47,42,25,19,0.5003917062725234,-0.02100684261974583,0.001671554252199414,118.5137669581271,55.34553803490093
4072,0.4457478005865103,21,15.79276637341153,0.01695964347610805,0.02122608574221477,-0.007075361914071591,15,13,12,11,8,7,54,50,48,44,38,24,0.4298506683375104,0.02086999022482892,0.002580645161290323,117.3403633248783,59.06131620685541
4155,0.4017595307917889,20,13.88220918866083,0.02439883110938975,0.02008797653958944,-0.007000283795288999,15,13,12,10,8,7,54,49,47,44,39,26,0.38991751231381,0.003225806451612892,0.002248289345063539,114.4068542417563,60.03915256789606
4236,0.4252199413489737,20,15.64418377321604,0.03164833791552116,0.02126099706744868,-0.006984517390344654,15,13,12,10,8,7,54,49,47,43,27,20,0.447098402018503,-0.0371847507331378,0.001583577712609972,117.1447960526702,61.21255620114485
4319,0.4819159335288368,21,18.44330400782013,0.03317874652179682,0.02294837778708746,-0.007758072274201307,16,14,13,11,9,8,54,49,47,42,28,21,0.4548923017482854,0.0295503421309873,0.002785923753665689,118.7093342303352,60.03915256789606
4402,0.4310850439882697,19,14.89687194525905,0.02998786049411084,0.02268868652569841,-0.006765039023103539,15,12,11,10,8,7,54,50,48,44,39,25,0.4343786295005809,-0.01373411534701859,0.002033235581622678,116.949228780462,61.01698892893672
4485,0.4252199413489736,20,15.11339198435973,0.02409287885647789,0.02126099706744868,-0.006984517390344652,15,13,12,10,8,7,54,49,48,43,33,21,0.4315951780207459,0.01588465298142721,0.002209188660801564,115.9713924194214,59.25688347906354
4567,0.479960899315738,21,15.69990224828933,0.03237656434842164,0.02285528091979705,-0.008422939068100358,16,14,13,11,9,8,52,48,46,43,38,28,0.3835206557541925,-0.003695014662756551,0.002668621700879766,115.384690602797,58.47461439023102
4649,0.509286412512219,21,16.68523949169111,-0.009842404358778952,0.02425173392915328,-0.006720430107526882,14,12,11,9,7,6,57,53,52,48,43,24,0.4693236987693352,-0.02213098729227759,0.002023460410557185,118.7093342303352,57.49677802919037
4732,0.4291300097751711,18,16.19892473118281,0.02615937000271548,0.02384055609862061,-0.007178641251221897,14,12,11,9,8,6,55,50,48,43,24,18,0.4333018501027838,-0.06613880742913002,0.001495601173020528,118.7093342303352,58.08347984581476
