rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
434,0.2336265884652981,19,7.314760508308893,-0.04784177468929522,0.01229613623501569,-0.004115031690473937,12,9,9,7,5,4,57,53,52,49,33,23,0.363293558551578,0.09898338220918866,0.002434017595307917,126.5320251186604,66.49287255076437
514,0.2541544477028347,17,7.591397849462364,-0.01609580221478202,0.01495026162957851,-0.005070869990224828,12,9,8,7,5,4,58,55,53,48,33,23,0.249002849002849,0.07158357771260992,0.002746823069403714,120.6650069524165,62.77709437880989
1071,0.2619745845552297,30,7.75024437927663,-0.1204515355994199,0.008732486151840991,-0.003467130987292277,27,11,10,8,6,5,59,56,55,52,49,28,0.4073118450301679,0.06097751710654933,0.002052785923753666,118.7093342303352,0
1151,0.2072336265884653,16,5.003910068426205,-0.03633522172299233,0.01295210166177908,-0.003829944073201609,10,8,8,6,5,4,56,53,52,50,46,44,0.2751776525361433,0.04233626588465296,0.001974584555229717,114.4068542417563,60.43028711231232
1390,0.3421309872922776,16,8.709677419354843,-0.03546576879910208,0.02138318670576735,-0.005376344086021506,10,8,8,6,5,4,58,55,54,51,48,35,0.3286785714285717,0.06035190615835773,0.002795698924731183,123.4029487633303,63.16822892322615
1471,0.3216031280547409,17,8.043499511241446,-0.03414960199307249,0.01891783106204358,-0.005058263122779251,11,9,8,7,5,4,58,55,54,52,48,36,0.3313829787234043,0.09585532746823069,0.003079178885630498,120.0783051357921,63.36379619543428
6265,0.313782991202346,17,8.813294232649078,-0.02085181898846472,0.01845782301190271,-0.005143983462333541,11,9,9,7,5,4,55,52,50,46,42,33,0.3747104401310011,0.04608015640273705,0.002209188660801564,120.6650069524165,0
6736,0.3391984359726296,17,9.284457478005873,-0.01663508106969866,0.01995284917486056,-0.00562472958030864,11,9,9,7,6,5,55,52,50,47,43,29,0.3584940515776253,0.06386119257086996,0.002697947214076247,122.2295451300816,0
6815,0.3343108504398826,18,8.765395894428153,-0.02999888479982124,0.01857282502443793,-0.005640754450907808,12,10,9,7,6,5,56,52,51,48,44,40,0.3303723443630174,0.05869012707722382,0.002717497556207233,122.0339778578734,62.97266165101802
6894,0.3255131964809384,17,8.715542521994124,-0.03566621803499308,0.01914783508711402,-0.005423643300854539,11,9,8,6,5,4,56,53,51,48,45,40,0.3354620443228034,0.06450635386119254,0.002697947214076246,120.8605742246246,61.40812347335298
7209,0.3196480938416422,28,9.002443792766357,-0.1975677289755151,0.01141600335148722,-0.005234446441522403,12,9,8,7,5,4,56,53,51,48,44,26,0.3176010873258575,0.04446725317693059,0.002346041055718475,122.4251124022897,0
7287,0.324535679374389,17,8.866080156402738,-0.01951488423373728,0.01909033408084641,-0.005151359990069666,11,9,9,7,6,5,57,54,52,49,45,33,0.3550451807228917,0.07664711632453564,0.002795698924731182,124.380785124371,0
7367,0.2952101661779081,16,7.435483870967754,-0.02208637349635151,0.01845063538611925,-0.004934884747579857,11,9,8,6,5,4,56,53,52,49,46,32,0.3197486839870953,0.07320625610948187,0.002658846529814272,119.6871705913759,63.16822892322615
7446,0.2981427174975562,18,7.320136852394935,-0.03318421579755608,0.01656348430541979,-0.005213424568263278,12,10,9,7,6,5,55,52,51,48,45,43,0.3045397225725102,0.06125122189638315,0.002629521016617791,116.949228780462,61.21255620114485
7761,0.3450635386119257,17,9.078201368523956,-0.02315064068052102,0.02029785521246621,-0.005597073755242329,11,9,8,7,6,5,57,54,52,49,46,33,0.3423817549395778,0.0562756598240469,0.002658846529814271,117.5359305970864,0
7840,0.3567937438905182,17,9.449169110459444,-0.0116898567216675,0.02098786728767754,-0.005961251862891208,12,10,9,7,6,5,56,53,51,49,45,28,0.34172813487882,0.0659237536656891,0.002873900293255133,119.4916033191677,61.21255620114485
7919,0.3607038123167155,17,10.16373411534703,-0.008944457802356231,0.02121787131274797,-0.006441997980866304,12,10,9,7,6,5,56,53,51,48,44,24,0.3274963518865961,0.08512218963831863,0.003274682306940371,119.1004687747515,61.40812347335298
7997,0.346041055718475,18,8.804496578690134,-0.03119795714444326,0.01922450309547084,-0.00536833165072192,12,10,9,7,6,5,56,53,52,49,46,30,0.3599370664378176,0.04473118279569892,0.002473118279569893,114.9935560583807,58.47461439023102
8076,0.3401759530791789,18,8.586510263929618,-0.03870673952641163,0.01889866405995438,-0.005224107815329391,12,10,9,7,5,4,56,53,52,49,47,32,0.363087443619962,0.05011730205278592,0.002385141739980449,116.7536615082539,57.30121075698224
8155,0.3665689149560118,17,9.472140762463347,-0.02404540763673859,0.02156287735035364,-0.005912401854129222,11,9,8,7,5,4,57,54,52,49,45,42,0.338565400843882,0.05174975562072334,0.002844574780058651,121.8384105856653,0
8234,0.3264907135874878,18,9.182795698924725,-0.01841601021928881,0.01813837297708265,-0.005368586013747303,12,10,9,8,6,5,58,55,53,50,46,25,0.3416130701559841,0.04959921798631475,0.002551319648093841,119.1004687747515,62.38595983439363
8314,0.3196480938416422,16,8.201368523949174,-0.004350417163289353,0.01997800586510264,-0.004903877484522645,12,10,9,7,5,4,55,52,51,48,45,26,0.3910751649766622,0.05159335288367543,0.002336265884652981,118.318199685919,59.45245075127167
8393,0.303030303030303,19,8.411045943304021,-0.06054971235981147,0.01594896331738437,-0.00516687613461807,11,9,8,7,5,4,58,55,53,50,46,24,0.3148701809598748,0.08015640273704784,0.002766373411534702,120.4694396802084,62.77709437880989
8472,0.3255131964809384,16,8.146627565982406,-0.01841852651787839,0.02034457478005865,-0.005269428152492668,11,9,8,7,5,4,59,56,55,52,49,46,0.3070195195195196,0.04808406647116323,0.00260019550342131,116.949228780462,61.21255620114485
8551,0.3284457478005865,16,7.943304007820142,-0.006399212404627113,0.02052785923753666,-0.004663237344358443,11,9,8,7,5,4,56,54,53,50,48,46,0.3942486085343233,0.04933528836754644,0.002179863147605083,113.0378833362994,0
8630,0.3489736070381232,17,9.212121212121204,-0.0279074702886245,0.02052785923753666,-0.005975467473906601,11,9,8,7,5,4,56,53,52,49,45,41,0.31585292344786,0.06177908113391983,0.002864125122189639,122.816246946706,0
8709,0.3636363636363637,18,9.511241446725315,-0.01901336073997953,0.02020202020202021,-0.005977276733490378,12,10,9,8,6,5,56,53,52,48,45,42,0.3413638219681501,0.06330400782013682,0.002991202346041057,123.5985160355385,61.99482528997737
8789,0.3147605083088954,18,8.499511241446726,-0.04761357101782629,0.01748669490604975,-0.005197908423714875,11,9,8,7,5,4,57,54,53,50,47,43,0.3260102752856376,0.06294232649071355,0.002629521016617791,121.0561414968328,62.58152710660176
8868,0.313782991202346,16,8.176930596285445,-0.02121936640765061,0.01961143695014663,-0.004825520954553212,11,9,8,6,5,4,57,54,53,50,47,35,0.3585709215663083,0.06338220918866076,0.002502443792766373,119.1004687747515,61.79925801776924
9585,0.3225806451612903,16,7.858748778103621,-0.02077243609677182,0.02016129032258064,-0.004840286317913789,11,9,8,6,5,4,57,54,53,50,47,45,0.3595571095571097,0.03667644183773217,0.002199413489736071,114.6024215139645,59.25688347906354
9664,0.3284457478005865,17,8.906158357771254,-0.0421468554494565,0.01932033810591685,-0.005329044871188471,11,9,8,6,5,4,56,53,52,49,45,41,0.3526597347799877,0.03373411534701856,0.002228739002932551,117.9270651415027,60.03915256789606
9744,0.3577712609970674,18,9.219452590420314,-0.04124476488363458,0.01987618116650374,-0.005029483177245923,11,10,9,7,5,4,57,54,52,49,46,44,0.3983265027322399,0.04966764418377321,0.002424242424242424,122.4251124022897,61.99482528997737
9824,0.3167155425219941,18,8.346041055718505,-0.02494729444834813,0.01759530791788856,-0.005182392279166471,12,10,9,7,6,5,58,55,53,50,47,43,0.3239978661789374,0.06105571847507327,0.002639296187683284,122.4251124022897,60.43028711231232
9903,0.3167155425219941,16,8.031280547409594,-0.01947419668938629,0.01979472140762463,-0.005108315201967646,11,9,8,6,5,4,56,53,52,49,46,44,0.3395457423235207,0.07719452590420327,0.002756598240469208,120.4694396802084,61.60369074556111
9983,0.3128054740957966,18,7.931573802541546,-0.04067044614246954,0.01737808189421092,-0.005399618302844109,11,9,9,7,5,4,58,54,53,50,48,45,0.2828317901234569,0.0599511241446725,0.002746823069403714,119.4916033191677,0
10062,0.3216031280547409,17,8.463343108504407,-0.009471009471009243,0.01891783106204359,-0.005353069869198901,12,10,9,7,6,5,58,55,54,51,47,43,0.317135258358663,0.05892473118279566,0.00270772238514174,120.2738724080003,61.60369074556111
10142,0.3157380254154448,17,7.995112414467272,-0.02359701675021377,0.01857282502443793,-0.004887585532746823,11,9,9,7,5,4,57,54,53,50,47,45,0.3534898303092064,0.04367546432062561,0.002238514173998045,116.3625269638377,59.06131620685541
10222,0.3372434017595308,17,8.873900293255147,-0.03051332892707607,0.01983784716232534,-0.005234446441522404,11,9,8,7,5,4,56,53,52,49,46,43,0.36441019996331,0.0502737047898338,0.002473118279569892,121.2517087690409,0
10302,0.324535679374389,18,8.682306940371454,-0.03569015987390194,0.01802975996524384,-0.005151359990069667,11,9,9,7,6,5,57,55,53,50,46,43,0.3431875650751152,0.05022482893450633,0.002482893450635386,121.2517087690409,60.82142165672859
10381,0.3196480938416422,17,8.406647116324539,-0.01895348837209289,0.01880282904950837,-0.005042746978230849,12,10,9,7,5,4,58,55,53,50,47,34,0.3451070336391439,0.05455522971652001,0.00252199413489736,119.4916033191677,61.21255620114485
10461,0.3069403714565005,17,8.302541544477034,-0.01695414140224854,0.01805531596802944,-0.005272182427126901,12,9,9,7,5,5,56,53,51,48,45,40,0.3368446839784422,0.05014662756598239,0.002434017595307918,119.1004687747515,61.21255620114485
10541,0.3216031280547409,19,8.763440860215059,-0.03848298940323464,0.01692648042393373,-0.00518714722668937,12,10,9,8,6,5,57,54,53,49,46,37,0.3489436751848101,0.05585532746823066,0.002521994134897361,117.7314978692946,59.45245075127167
10620,0.3206256109481916,17,8.062561094819163,-0.03709990300678925,0.01886033005577598,-0.004903101677295226,11,9,8,6,5,4,58,55,54,51,48,45,0.345579268292683,0.04405669599217985,0.002316715542521994,115.7758251472133,59.45245075127167
10700,0.3264907135874878,17,9.030303030303045,-0.01418055856245927,0.01920533609338163,-0.005597073755242329,11,9,9,7,6,5,57,53,52,48,44,25,0.331387857196999,0.04216031280547408,0.002473118279569892,118.7093342303352,59.84358529568793
10780,0.3391984359726295,18,9.038611925708704,-0.01465419347861336,0.01884435755403497,-0.00498218396241289,12,10,9,8,6,5,57,54,52,50,46,43,0.3900216138328533,0.0464516129032258,0.002346041055718475,121.0561414968328,61.79925801776924
10859,0.3196480938416422,18,8.411534701857292,-0.01969785008715843,0.01775822743564679,-0.00525615755652773,12,10,9,7,6,5,56,53,52,49,45,41,0.3453334881740414,0.05414467253176927,0.002570869990224828,121.0561414968328,60.82142165672859
11335,0.3235581622678397,16,8.595307917888565,-0.01688843398157597,0.02022238514173998,-0.005208082944730221,11,9,8,7,5,4,55,52,50,47,43,40,0.3676384038921804,0.05173020527859234,0.002482893450635386,122.4251124022897,61.01698892893672
11731,0.3206256109481915,17,8.94232649071359,-0.02973327503279382,0.01886033005577597,-0.005124081606911991,11,9,8,7,5,4,56,53,52,49,45,25,0.3715267057733871,0.05130009775171066,0.002316715542521994,120.4694396802084,0
11810,0.3440860215053764,16,9.448680351906162,-0.0185185185185184,0.02150537634408602,-0.005772005772005773,11,9,8,6,5,4,57,54,52,48,44,28,0.3318469505178368,0.05736070381231669,0.002766373411534702,126.1408905742442,65.51503618972372
11888,0.335288367546432,17,9.004887585532757,-0.00976986539296548,0.01972284514979012,-0.005313278466244127,12,10,9,7,6,5,57,53,52,49,45,36,0.3614422260766877,0.05484848484848482,0.002600195503421309,125.945323302036,63.36379619543428
11967,0.3069403714565005,17,7.924731182795682,-0.0177624275317627,0.01805531596802944,-0.004935660144544332,12,10,9,7,5,5,56,53,52,49,45,33,0.3548913931079531,0.04655913978494622,0.002326490713587487,120.0783051357921,65.12390164530746
12362,0.3391984359726296,16,9.341153470185738,0.002040602762662436,0.02119990224828935,-0.005736903674502828,11,10,9,7,6,5,55,51,50,47,42,30,0.3553650959991022,0.06542521994134894,0.002776148582600196,130.0522360184068,65.31946891751559
12441,0.3284457478005864,18,8.337243401759544,-0.05147145034587832,0.01824698598892147,-0.005400381391920259,11,9,8,7,5,4,55,52,50,47,44,41,0.333257986739,0.05340175953079176,0.002600195503421309,128.6832651129499,65.71060346193185
12520,0.3147605083088953,19,8.492668621700872,-0.0423572744014733,0.01656634254257344,-0.005653307266210492,12,10,9,7,6,5,55,52,50,47,43,25,0.3162198286028775,0.05268817204301073,0.002649071358748778,123.2073814911222,67.07957436738876
12599,0.3020527859237537,19,8.212121212121232,-0.04439947625282679,0.01589751504861861,-0.004966417557468546,12,10,9,7,6,5,57,54,52,49,46,26,0.3390467058212481,0.05089931573802539,0.002375366568914956,122.4251124022897,64.53719982868307
12678,0.3040078201368524,17,8.410557184750743,-0.01069270106926987,0.01788281294922661,-0.005171380821745026,12,10,9,7,6,5,57,54,52,49,45,25,0.3357483007041399,0.05508308895405666,0.002482893450635386,122.4251124022897,0
12757,0.3088954056695992,17,7.212121212121229,-0.026429926809433,0.01817031798056466,-0.005188360027069705,12,9,8,7,5,4,47,44,43,40,37,35,0.4167125298110445,0.01870967741935485,0.001739980449657869,120.8605742246246,61.99482528997737
12836,0.3333333333333333,27,9.024437927663733,-0.1745017331022532,0.01234567901234568,-0.005076782392078957,12,10,9,7,6,5,57,53,52,49,45,41,0.3438334047250322,0.04828934506353862,0.002355816226783969,122.6206796744978,0
13074,0.2991202346041055,18,7.966275659824046,-0.0188968648383334,0.0166177908113392,-0.004997950367357235,12,10,9,8,6,5,57,54,52,49,46,30,0.3292075163398693,0.04747800586510263,0.002355816226783969,124.380785124371,62.97266165101802
13153,0.3098729227761486,17,8.457478005865113,-0.01687471104946809,0.01822781898683227,-0.00516687613461807,12,9,9,7,5,5,58,54,53,50,45,28,0.3291798107255524,0.06391984359726291,0.002658846529814272,124.1852178521629,65.90617073413998
13233,0.2961876832844575,17,7.346041055718494,-0.007318695941450044,0.01742280489908574,-0.004822417725643532,12,10,9,7,6,5,56,52,51,48,45,43,0.3478633577643487,0.03310850439882698,0.002140762463343109,120.4694396802084,62.77709437880989
13312,0.2991202346041056,18,7.565004887585538,-0.05750096911745683,0.0166177908113392,-0.004509191814082552,11,9,8,6,5,4,57,54,53,50,47,35,0.3629084967320266,0.0289540566959922,0.001808406647116325,116.949228780462,60.03915256789606
13391,0.3695014662756598,17,10.13489736070382,-0.01890432098765393,0.02173538036915646,-0.006070065903572668,11,9,9,7,5,5,56,53,51,48,44,28,0.3497086598352426,0.06136852394916911,0.002825024437927664,126.7275923908686,0
13471,0.3851417399804497,18,10.27272727272728,-0.02274241126653316,0.0213967633322472,-0.006275029167849147,12,10,9,7,6,5,57,53,52,48,45,41,0.3393083756345179,0.05902248289345063,0.00300097751710655,130.2478032906149,0
13550,0.3665689149560118,18,9.645161290322584,-0.02629978716935222,0.02036493971977843,-0.006259262762904803,12,10,9,7,6,5,57,53,52,49,44,33,0.3106666666666668,0.07217008797653954,0.003206256109481916,127.1187269352848,65.71060346193185
13630,0.3343108504398827,17,8.450635386119277,-0.03146327356853641,0.01966534414352251,-0.005275489146456888,11,9,8,7,5,4,57,54,53,50,47,45,0.3307017543859657,0.04704789833822091,0.002512218963831867,125.945323302036,65.51503618972372
13710,0.3382209188660801,17,9.363636363636367,-0.01482409437310782,0.01989534816859295,-0.006007000283795288,12,10,9,7,5,5,57,53,52,48,43,27,0.3110777785907662,0.07264907135874873,0.00303030303030303,126.1408905742442,65.71060346193185
13789,0.3372434017595308,18,7.668621700879775,-0.05309114085404676,0.01873574454219615,-0.004745687888247722,11,9,8,7,5,4,57,54,53,51,48,46,0.3592753623188409,0.02226783968719453,0.002033235581622678,121.6428433134572,62.77709437880989
13869,0.3440860215053763,17,9.347996089931584,-0.02907037540520732,0.02024035420619861,-0.005486708920631917,11,9,8,7,5,4,56,53,52,49,45,25,0.3616225546605297,0.03936461388074291,0.002336265884652981,125.5541887576198,0
14268,0.3098729227761486,16,7.731671554252198,-0.02092420506985252,0.01936705767350929,-0.004603790243748621,11,9,8,7,5,4,57,54,52,50,47,45,0.3721588611178516,0.0229227761485826,0.001857282502443793,118.318199685919,0
14348,0.3626588465298142,18,9.581622678396872,-0.04993878800244848,0.02014771369610079,-0.005597073755242329,12,10,9,7,5,4,57,54,52,49,46,42,0.3632075471698114,0.04599217986314762,0.002463343108504398,120.2738724080003,59.84358529568793
14428,0.3734115347018573,17,10.49120234604106,-0.01630561378989041,0.0219653843942269,-0.005973715651135007,11,9,9,7,6,5,57,54,52,48,44,28,0.3585405759162305,0.06446725317693056,0.002913000977517107,129.0743996573661,63.36379619543428
14508,0.3519061583577712,17,9.774193548387114,-0.02350235023502335,0.02070036225633948,-0.005666544477028347,11,9,9,7,5,4,58,55,53,50,46,41,0.3391975308641981,0.0743792766373411,0.002961876832844575,125.5541887576198,64.1460652842668
14588,0.3372434017595308,16,8.416911045943305,-0.01736252250159671,0.02107771260997067,-0.005360577681077161,11,9,8,7,5,4,57,53,52,49,46,44,0.3396506874767746,0.05407624633431083,0.002658846529814272,122.2295451300816,64.53719982868307
14667,0.313782991202346,18,8.325513196480959,-0.04291417165668632,0.01743238840013034,-0.005073779267327654,11,9,8,7,6,5,58,55,53,50,47,29,0.3310641898388531,0.07616813294232644,0.002756598240469208,121.0561414968328,63.95049801205867
14906,0.364613880742913,17,9.832844574780054,-0.007953076846604847,0.02144787533781841,-0.005975467473906601,12,10,9,7,6,5,57,53,52,49,45,41,0.3452336512030406,0.05469208211143697,0.002756598240469209,124.1852178521629,62.97266165101802
14985,0.3763440860215054,17,10.02443792766375,-0.02359824475865408,0.02213788741302973,-0.006239817530140111,12,9,8,7,5,4,54,51,50,46,42,38,0.3602968460111322,0.06799608993157376,0.002981427174975562,126.7275923908686,63.75493073985054
16990,0.3000977517106549,16,7.582600195503424,-0.01115121825447975,0.01875610948191593,-0.004701391798165991,11,9,8,7,5,4,58,55,54,51,48,45,0.3411536717107164,0.05338220918866078,0.002385141739980449,124.1852178521629,0
17071,0.2961876832844574,18,8.199902248289337,-0.02592835429457,0.01645487129358097,-0.005101417399804496,12,10,9,7,6,5,59,56,54,51,47,26,0.3003702809305318,0.05651026392961873,0.002609970674486803,122.0339778578734,65.31946891751559
17152,0.2932551319648094,17,7.470185728250254,-0.0459303847160427,0.0172503018802829,-0.004490469208211144,11,9,8,6,5,4,59,56,54,52,48,46,0.3381893004115231,0.02969696969696969,0.002043010752688172,116.3625269638377,60.43028711231232
17233,0.3010752688172043,17,7.813294232649085,-0.02477167521581332,0.01771030993042378,-0.004486963767767575,11,9,8,7,5,4,56,53,52,49,46,25,0.3927322677322684,0.04302052785923752,0.002023460410557185,117.3403633248783,60.82142165672859
17314,0.3225806451612903,19,8.593352883675468,-0.0688203844841313,0.01697792869269949,-0.005131964809384163,11,9,8,7,5,4,58,55,54,51,47,34,0.3250456370938301,0.04959921798631475,0.002482893450635386,123.9896505799547,63.16822892322615
17395,0.3264907135874877,17,8.701857282502441,-0.01932150078634014,0.01920533609338163,-0.005101417399804496,11,9,9,7,5,5,58,55,54,51,47,44,0.3422784061506616,0.05209188660801562,0.002580645161290322,124.7719196687873,63.95049801205867
17476,0.2971652003910068,17,7.438416422287393,-0.03903015966883484,0.01748030590535334,-0.004515198063585159,11,9,8,6,5,4,57,54,53,50,48,45,0.3492598684210528,0.05550342130987289,0.002346041055718475,122.6206796744978,64.34163255647493
17557,0.2854349951124144,18,7.816715542522001,-0.05227286938035336,0.01585749972846747,-0.004813531206493083,11,9,8,7,5,4,60,57,56,52,49,41,0.2839611872146122,0.05853372434017592,0.002561094819159335,119.882737863584,64.1460652842668
17960,0.2873900293255132,33,8.875855327468201,-0.1072687224669612,0.008708788767439793,-0.003955889540566959,31,28,10,8,6,5,59,56,54,51,48,44,0.3927344133529688,0.03510263929618766,0.001974584555229716,123.0118142189141,63.75493073985054
21235,0.3313782991202346,19,8.336265884652988,-0.04373827392120057,0.0174409631115913,-0.00507086999022483,12,10,9,7,6,5,59,56,55,51,48,46,0.3265806589188615,0.05705767350928638,0.002668621700879766,125.3586214854116,64.34163255647493
21315,0.3040078201368523,16,8.125122189638333,-0.02195620789220371,0.01900048875855327,-0.004947740431611398,11,9,8,6,5,4,59,56,55,52,48,45,0.3155095073637416,0.0554936461388074,0.002541544477028348,122.816246946706,65.31946891751559
21396,0.3059628543499511,16,8.206256109481917,-0.01292435973793875,0.01912267839687194,-0.005281745656355438,11,9,8,7,5,4,57,54,52,49,45,24,0.3228475464897192,0.0561094819159335,0.002629521016617791,118.9049015025433,65.31946891751559
21476,0.2893450635386119,19,7.488758553274693,-0.05456206761519371,0.01522868755466379,-0.00463532305363731,12,10,9,7,5,4,58,55,53,50,47,44,0.336878545211879,0.04376344086021504,0.002238514173998045,116.5580942360458,62.58152710660176
21556,0.2961876832844575,18,7.72043010752688,-0.05906558622436027,0.01645487129358097,-0.004743361697354294,11,9,8,6,5,4,56,54,53,50,47,21,0.355683669632786,0.04868035190615833,0.002130987292277614,115.1891233305889,60.82142165672859
21636,0.3372434017595308,19,9.38758553274684,-0.03696568959233593,0.01774965272418583,-0.005492715170134524,12,10,9,8,6,5,58,54,53,50,46,35,0.3383881230116655,0.04839687194525902,0.002531769305962854,122.4251124022897,0
21716,0.35386119257087,17,9.80938416422287,-0.0155455904334828,0.0208153642688747,-0.005616844326521746,12,10,9,7,5,5,58,54,53,50,46,26,0.3580455801104971,0.06739980449657865,0.00281524926686217,125.1630542132035,63.75493073985054
21797,0.3470185728250244,17,8.978005865102656,-0.02340900430072388,0.02041285722500144,-0.005554779748328135,11,9,8,7,5,5,58,55,53,50,47,35,0.3308802816901415,0.1534115347018574,0.004027370478983382,123.4029487633303,64.92833437309933
22197,0.3010752688172044,18,8.144672531769309,-0.0433269323091693,0.01672640382317802,-0.004666855863525999,11,9,8,7,5,4,57,54,52,49,46,33,0.3744318181818183,0.1117790811339199,0.002991202346041057,124.9674869409954,64.1460652842668
22277,0.281524926686217,18,7.351417399804504,-0.05159231434080196,0.01564027370478983,-0.006124755620723363,11,9,8,7,5,4,61,57,55,52,47,42,0.1376609078590788,0.04538611925708699,0.002903225806451614,123.2073814911222,65.90617073413998
22677,0.335288367546432,17,8.795698924731173,-0.03300733496332509,0.01972284514979012,-0.005042746978230849,11,9,8,7,5,4,57,54,53,50,46,43,0.3671282798833818,0.05877810361681326,0.002570869990224828,124.380785124371,62.97266165101802
22758,0.3098729227761485,18,7.648582600195518,-0.04901271646750584,0.01721516237645269,-0.004734848484848484,11,9,8,7,5,4,59,56,55,52,49,47,0.326229129799185,0.04994134897360702,0.002443792766373411,123.7940833077466,64.92833437309933
22839,0.2961876832844574,17,7.427174975562068,-0.01974203737825695,0.01742280489908573,-0.004934884747579856,12,9,8,7,5,5,57,54,53,50,47,44,0.3162468145548731,0.06019550342130984,0.002561094819159335,123.0118142189141,0
22919,0.2893450635386119,18,7.584555229716514,-0.05039309189328509,0.0160747257521451,-0.004887585532746823,11,9,8,7,5,4,58,55,54,51,48,31,0.2935481212920235,0.05676441837732157,0.002531769305962854,119.6871705913759,61.01698892893672
23159,0.3343108504398826,18,8.758553274682317,-0.02991071428571422,0.01857282502443793,-0.005259973001908485,12,10,9,7,6,5,58,55,53,50,47,43,0.3406252256154795,0.04849462365591396,0.002541544477028348,124.380785124371,0
23240,0.3206256109481915,17,8.670576735092862,-0.02829763246899629,0.01886033005577597,-0.005070869990224828,11,9,8,7,5,4,58,55,54,50,47,43,0.341087021981331,0.05844574780058648,0.002609970674486803,123.4029487633303,65.12390164530746
23320,0.2971652003910068,16,7.47702834799609,-0.02640868087331651,0.01857282502443793,-0.0047479402318112,11,9,8,6,5,4,58,54,53,50,47,33,0.3298217854763492,0.05049853372434016,0.002375366568914956,120.2738724080003,64.92833437309933
23400,0.3000977517106549,18,7.645161290322587,-0.04890678941311839,0.01667209731725861,-0.004780669599217986,11,9,8,7,5,4,59,56,55,52,48,46,0.3146897592754432,0.07953079178885625,0.002776148582600195,118.7093342303352,64.1460652842668
23481,0.2864125122189639,17,6.677419354838719,-0.02898550724637675,0.01684779483640964,-0.005124081606911992,11,9,8,7,5,4,57,54,53,50,47,45,0.2546766319609457,0.02120234604105574,0.002228739002932552,114.9935560583807,60.82142165672859
23561,0.3196480938416422,18,7.740957966764423,-0.07684051016542498,0.01775822743564679,-0.004111778305326693,11,9,8,6,4,4,58,55,54,52,49,47,0.4067278287461775,0.03919843597262952,0.001906158357771261,113.820152425132,60.03915256789606
23641,0.3274682306940372,17,8.543010752688165,-0.02265575833857751,0.01926283709964925,-0.005430650591940915,11,9,8,7,5,5,58,54,53,50,46,43,0.3173880597014922,0.04648093841642228,0.002561094819159336,123.0118142189141,0
23722,0.3362658846529814,18,8.80254154447702,-0.02598556357579103,0.01868143803627674,-0.005244456857360082,12,10,9,7,6,5,58,55,53,50,47,43,0.3448894631065172,0.07753665689149555,0.002883675464320625,124.380785124371,63.55936346764241
23962,0.2991202346041056,17,7.977517106549371,-0.04117142507045654,0.01759530791788856,-0.005108315201967647,11,9,8,6,5,4,56,53,52,49,46,42,0.3219988417307854,0.07069403714565001,0.002658846529814272,117.1447960526702,62.1903925621855
24042,0.3000977517106549,18,7.701368523949174,-0.02849527194262834,0.01667209731725861,-0.004698388673414688,12,10,9,7,6,5,57,54,53,50,48,46,0.3488599348534205,0.04428152492668622,0.002199413489736071,115.5802578750051,60.82142165672859
24122,0.3255131964809384,17,8.290322580645153,-0.04834335573635164,0.01914783508711402,-0.004934884747579856,11,9,8,6,5,4,56,54,52,50,47,31,0.3654920743528337,0.0452297165200391,0.002258064516129032,115.9713924194214,60.23471984010419
24202,0.3362658846529814,18,9.12121212121211,-0.0307576894223557,0.01868143803627674,-0.005477199025586122,12,10,9,7,6,5,57,54,53,49,46,41,0.3343382141831751,0.05378299120234602,0.002609970674486803,120.8605742246246,0
24281,0.3440860215053763,17,9.209188660801576,-0.009340834306336886,0.02024035420619861,-0.005368586013747303,12,10,9,7,6,5,58,55,53,50,47,43,0.355433238636364,0.06043988269794718,0.002707722385141739,121.2517087690409,61.99482528997737
24361,0.3206256109481916,17,8.12903225806453,-0.018157768157768,0.01886033005577598,-0.005278592375366568,12,9,9,7,5,5,55,52,51,47,44,42,0.3493427304402923,0.05153470185728248,0.002492668621700879,119.1004687747515,63.16822892322615
