rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
220,0.4330400782013685,20,8.668621700879779,-0.1440572846188538,0.02165200391006843,-0.01705224285869447,11,8,8,6,4,3,22,18,17,14,11,9,0.4085298496710058,0.1802443792766375,0.004604105571847508,112.4905149687483,0
290,0.4447702834799609,43,12.18377321603129,-0.2547336328626447,0.01034349496465026,-0.01595447563189499,35,28,20,7,5,4,22,19,18,14,11,10,0.3923231697879587,0.1830987292277616,0.004721407624633431,109.5178866176965,0
360,0.4183773216031281,43,10.83284457478005,-0.345064067857788,0.009729705153561119,-0.01650917779950038,33,11,9,7,5,4,22,19,17,14,11,9,0.3460614152202934,0.1267155425219941,0.004056695992179863,106.8581665141239,0
709,0.4594330400782014,42,10.53910068426197,-0.2498724667254101,0.01093888190662384,-0.01424919166854651,33,26,20,8,6,5,21,18,17,14,11,9,0.4428973717146431,0.1776735092864126,0.004125122189638319,114.0550562061439,0
779,0.404692082111437,43,10.90029325513197,-0.3592502914536816,0.009411443770033417,-0.01557285873192436,34,9,8,6,5,4,23,20,19,15,12,11,0.3262211486849169,0.1591984359726296,0.004535679374389052,112.6469690924879,0
849,0.4144672531769306,41,9.994134897360698,-0.3837050078247264,0.01010895739455928,-0.01564027370478983,32,9,8,6,5,4,21,18,17,14,11,9,0.354640677025527,0.119208211143695,0.003802541544477028,106.2323500191656,45.21524176073471
1128,0.4379276637341154,43,10.10459433040078,-0.3857985875979496,0.0101843642728864,-0.01564027370478983,34,11,9,7,5,4,21,18,16,13,10,9,0.3794642857142856,0.150058651026393,0.003880742913000978,114.0550562061439,0
1409,0.4828934506353861,42,10.87096774193549,-0.2761442316338463,0.01149746311036634,-0.01488833746898263,33,26,20,8,6,4,21,18,17,14,11,9,0.4390628721124077,0.1891886608015641,0.004349951124144672,114.0550562061439,51.47340671031736
1480,0.41544477028348,44,11.44183773216032,-0.3527125160187956,0.009441926597351817,-0.01734187755693132,34,10,9,7,5,4,22,18,17,14,11,9,0.3349130074565039,0.1692375366568916,0.00469208211143695,112.8034232162274,51.3169525865778
1550,0.4232649071358749,44,10.88269794721407,-0.3260127548729007,0.009619656980360793,-0.01585749972846747,35,25,9,7,6,5,22,19,18,14,11,10,0.3657417948801352,0.1667350928641252,0.004447702834799609,104.7460358436397,0
