rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
101,0.3939393939393939,17,7.972140762463349,-0.04512292318067532,0.0231729055258467,-0.01498859563375692,11,9,8,7,5,4,21,18,17,14,11,9,0.4605233476201223,-0.04875855327468228,0.002121212121212121,131.343236879366,75.72379588995017
188,0.4037145650048876,61,9.985337243401766,-0.6886930983847277,0.006618271557457174,-0.01530190239867659,28,10,9,8,6,5,21,18,16,14,11,9,0.2985166012635331,-0.1260312805474095,0.001133919843597263,130.3262850750588,75.88025001368973
277,0.4682306940371457,63,14.55913978494624,-0.5463945212837384,0.007432233238684852,-0.005593570109699142,25,11,10,8,6,5,67,64,62,59,56,29,0.3046934199335034,-0.03570869990224827,0.002267839687194526,131.343236879366,75.80202295181995
366,0.3870967741935484,17,8.789345063538612,-0.01579269309903776,0.02277039848197344,-0.006209298803574134,12,10,9,7,5,5,66,63,62,59,56,53,0.1969696969696969,-0.0759237536656891,0.002199413489736071,131.1867827556265,75.25443351873146
455,0.4252199413489736,18,8.585532746823075,-0.03489696003643371,0.02362333007494298,-0.01650500037596812,12,10,9,7,6,5,21,18,17,14,10,8,0.4680250783699063,-0.106871945259042,0.0016911045943304,130.2480580131891,74.94152527125233
1073,0.4613880742913001,63,17.03910068426198,-0.4338821639607586,0.007323620226846033,-0.006553494967852079,18,11,10,8,6,5,66,62,60,57,53,33,0.2758822413356943,0.00435972629521018,0.003040078201368524,130.0916038894495,0
1860,0.469208211143695,60,16.75024437927665,-0.4285839339383149,0.007820136852394917,-0.007100575648962746,19,11,10,8,6,5,66,63,62,58,55,52,0.2302872474747476,-0.05676441837732157,0.002844574780058651,130.7174203844078,0
1950,0.4056695992179863,17,8.276148582600198,-0.05279631488808796,0.02386291760105802,-0.01556786503023062,11,9,8,6,5,4,21,18,17,14,11,9,0.4600766703176344,-0.1254447702834799,0.001485826001955034,129.93514976571,74.39393583816386
2040,0.4271749755620723,63,10.63685239491691,-0.7463125488213941,0.006780555167651941,-0.01549545635567141,54,9,8,7,5,4,21,18,17,14,10,9,0.2936181032290873,-0.009393939393939357,0.002453567937438905,128.9181979614028,74.23748171442429
2125,0.4652981427174976,60,11.51955034213099,-0.6427934999363575,0.007754969045291627,-0.01918377321603128,26,11,10,8,6,5,19,17,15,12,9,8,0.3066976790716286,-0.1258944281524927,0.001603128054740958,128.9964250232725,75.41088764247104
2215,0.5259042033235581,64,11.38611925708699,-0.8613495879120892,0.008217253176930596,-0.01690742550957605,53,10,9,7,5,4,21,18,17,14,11,9,0.3101638138812858,-0.09773216031280541,0.002023460410557184,129.6222415182308,74.47216290003364
2304,0.4437927663734115,63,15.27712609970678,-0.5075982979812513,0.007044329624974787,-0.007338262222405793,26,10,9,7,6,5,66,62,61,57,54,52,0.1748635676244334,-0.0467448680351906,0.003069403714565004,130.1698309513193,74.78507114751277
2393,0.4164222873900293,18,8.476539589442813,-0.02110361529147173,0.02313457152166829,-0.0164298067523874,12,10,9,8,6,5,21,18,17,14,11,9,0.4634549722577891,-0.03714565004887584,0.002336265884652981,129.7004685801006,74.86329820938255
2740,0.4271749755620723,17,9.809384164222884,-0.02700548081713987,0.02512793973894543,-0.006494462968170437,11,9,8,7,5,4,68,65,63,60,57,55,0.2073735062293416,-0.1142033235581622,0.002091886608015641,131.0303286318869,74.78507114751277
2829,0.4359726295210166,17,8.873900293255129,-0.02103987662480711,0.02564544879535392,-0.01643676912494117,12,10,9,7,6,5,22,19,17,14,11,9,0.4665205870362821,0.02084066471163247,0.002952101661779081,129.7786956419704,75.01975233312211
2914,0.4389051808406647,58,11.5772238514174,-0.5254781103558918,0.00756733070414939,-0.01646740356417776,17,38,9,7,6,5,21,18,16,13,10,9,0.3330151659773041,-0.1277419354838709,0.00136852394916911,129.544014456361,75.5673417662106
3004,0.4711632453567938,64,11.60752688172043,-0.6778390669080805,0.007361925708699903,-0.01673058124671028,22,11,10,8,6,5,21,18,17,13,11,9,0.3185338865836792,-0.02771260997067449,0.002336265884652982,129.7004685801006,74.23748171442429
