rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
402,0.2991202346041056,14,7.464320625610968,-0.009559979046621115,0.0213657310431504,-0.006004747940231811,10,8,7,6,4,4,51,48,47,44,22,39,0.3095238095238098,0.02148582600195503,0.002238514173998045,133.5724469181531,88.98310885469938
471,0.3333333333333333,14,15.42766373411537,-0.00237604942182794,0.02380952380952381,-0.0023739701159056,10,8,7,6,5,4,52,60,117,62,63,96,0.3886677838290744,0.0216911045943304,0.002179863147605083,133.5724469181531,89.56981067132376
1941,0.3206256109481916,25,15.1647116324536,-0.1277596931704642,0.01282502443792766,-0.002291825821237586,9,7,7,5,4,3,51,46,45,42,78,14,0.410717310298104,0.02407624633431085,0.001955034213098729,0,85.2673306827449
2011,0.2834799608993157,12,7.212121212121215,-0.002439685551640008,0.02362333007494298,-0.005223607038123167,8,7,6,5,4,3,59,56,55,51,44,24,0.2612522686025419,0.05846529814271746,0.00260019550342131,130.0522360184068,0
2156,0.313782991202346,14,8.31769305962856,-0.01992008461628852,0.02241307080016757,-0.005545187949880032,9,7,7,5,4,4,49,46,44,41,23,29,0.4132917964693672,0.02537634408602151,0.00209188660801564,130.8345051072393,89.7653779435319
2221,0.3088954056695992,80,14.08113391984362,-0.2040263797292597,0.00386119257086999,-0.004681792457683799,17,26,51,55,70,69,52,50,48,46,43,14,0.4091056084264997,0.02653958944281526,0.001857282502443793,130.443370562823,89.56981067132376
2306,0.3313782991202346,25,8.575268817204311,-0.2110002849814761,0.01325513196480939,-0.00533986956712041,11,8,7,5,4,3,63,60,59,57,38,28,0.253270488649481,0.0459921798631476,0.002766373411534702,131.4212069238637,87.41857067703434
2449,0.3049853372434017,15,13.53567937438906,-0.01689896728533254,0.02033235581622678,-0.002549690452916259,10,8,7,6,5,4,115,50,109,106,88,81,0.3355650522317195,0.04607038123167153,0.00241446725317693,125.5541887576198,90.93878157678068
3749,0.3049853372434018,13,7.345063538611942,-0.03579984029810996,0.02346041055718475,-0.005036698311711981,8,6,6,5,3,3,55,52,51,49,46,20,0.3624465811965811,0.02392961876832845,0.002111436950146628,128.878832385158,88.20083976586686
3818,0.2776148582600196,14,6.614858260019558,-0.0008866558297620789,0.01982963273285854,-0.00481517685818761,10,8,7,6,5,4,49,47,45,43,40,16,0.4003728251864127,0.01908113391984361,0.001700879765395895,131.81234146828,88.39640703807498
3894,0.3206256109481915,15,8.124144672531777,-0.01756707977379373,0.02137504072987944,-0.005576654968511129,10,8,8,6,5,4,57,54,52,49,30,22,0.3170330551989736,0.009335288367546466,0.002082111436950146,131.4212069238637,87.61413794924246
3970,0.3655913978494624,14,9.879765395894443,-0.01553378846344114,0.0261136712749616,-0.005256157556527732,9,8,7,6,4,4,56,53,52,48,24,36,0.4348306595365422,0.07510263929618764,0.002619745845552298,128.6832651129499,86.44073431599368
4042,0.3548387096774194,16,10.17790811339199,-0.03567998463311555,0.02217741935483871,-0.006809483572742184,10,8,7,6,5,4,54,50,49,45,21,37,0.3296969696969705,0.04068426197458454,0.002873900293255132,126.1408905742442,87.2230034048262
4597,0.3616813294232649,21,10.76783968719453,-0.1376242567291541,0.0172229204487269,-0.005308669824798856,9,8,7,5,4,3,60,57,56,52,38,19,0.3797611565053425,0.05852394916911043,0.00262952101661779,128.878832385158,84.6806288661205
4750,0.335288367546432,19,8.678396871945266,-0.08369002027483644,0.01764675618665432,-0.006668063119676022,10,8,8,6,5,4,52,49,47,44,26,36,0.3009523809523808,0.03592375366568915,0.002746823069403714,126.7275923908686,86.24516704378556
4978,0.3040078201368524,17,8.453567937438915,-0.06868640148011097,0.01788281294922661,-0.003809441665229142,9,8,7,6,4,3,63,60,58,55,37,51,0.4147531681482892,0.03456500488758554,0.001896383186705767,123.9896505799547,84.48506159391238
