rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
525,0.4525904203323559,43,12.82160312805473,-0.1625433614150121,0.01052535861238037,-0.01556786503023062,34,29,27,19,5,4,21,18,17,13,10,8,0.4488738043813635,0.1445161290322581,0.003880742913000978,130.5454545454545,62.09090909090909
597,0.4066471163245357,47,10.85679374389051,-0.2487732408949717,0.008652066304777356,-0.01497556207233627,41,18,22,7,5,4,20,17,16,13,10,8,0.4208066239316237,0.1567350928641252,0.004066471163245357,128.0909090909091,59.63636363636363
671,0.3528836754643206,47,9.350928641251222,-0.4138615931423797,0.007508163307751502,-0.01503872471614407,14,28,8,6,5,4,21,18,17,14,11,9,0.320608659355671,0.1940860215053764,0.004486803519061583,123.4545454545455,54.45454545454545
743,0.3734115347018573,48,11.05180840664712,-0.3293826286927296,0.00777940697295536,-0.01724340175953079,41,33,8,7,5,4,20,17,15,12,10,8,0.3374453130603169,0.143704789833822,0.003978494623655914,122.1818181818182,58.54545454545455
1033,0.3949169110459433,48,10.9090909090909,-0.3077956989247316,0.008227435646790486,-0.01541469283404767,40,17,25,7,5,4,21,18,16,14,11,9,0.3743644634733741,0.09270772238514169,0.003186705767350929,124.7272727272727,0
1105,0.4193548387096774,46,10.05669599217986,-0.2647258942457233,0.0091164095371669,-0.01478494623655914,39,33,25,8,6,5,20,17,15,13,10,8,0.428971028971029,0.1644281524926686,0.003900293255131965,135.1818181818182,0
1178,0.4144672531769306,47,10.5425219941349,-0.4874362540565598,0.008818452195253844,-0.01687122117229644,20,8,7,6,5,4,22,19,17,14,11,9,0.3036397246302905,0.1597165200391007,0.004242424242424243,130.8181818181818,60.81818181818182
1250,0.4447702834799609,46,12.21505376344086,-0.2509202944942384,0.009668919206086108,-0.01531443466927338,39,34,19,7,5,4,21,18,16,13,10,8,0.4201415023332829,0.1635581622678399,0.004330400782013685,126.5454545454545,59.18181818181818
1322,0.375366568914956,46,9.642228739002931,-0.4092660178426605,0.008160142802499043,-0.01587487781036168,38,28,8,6,5,4,20,17,15,12,9,7,0.3440067488262909,0.1627077223851418,0.004144672531769306,120.5454545454545,54.90909090909091
1394,0.3831867057673509,48,10.39980449657869,-0.355954507002538,0.007983056370153145,-0.01618768328445748,40,33,8,6,5,4,20,17,16,13,10,8,0.3532988537880906,0.08778103616813286,0.003147605083088954,125.5454545454545,59.54545454545455
1971,0.436950146627566,47,11.01466275659824,-0.391640042598509,0.009296811630373745,-0.01635461312880668,38,26,8,7,5,4,21,18,16,13,10,8,0.3679016885783457,0.1641642228739004,0.004428152492668622,130.1818181818182,60.54545454545455
2259,0.5102639296187683,43,13.36217008797653,-0.1401660631332536,0.01186660301438996,-0.01865782651196396,36,32,30,23,5,4,18,15,13,10,7,6,0.4839486822245441,0.1399120234604106,0.003870967741935484,133.4545454545455,62.72727272727273
2331,0.4271749755620723,50,11.36119257086999,-0.3068616906861692,0.008543499511241446,-0.01488833746898263,41,18,22,6,5,4,21,18,16,13,10,8,0.4066903528844996,0.1602639296187684,0.004144672531769306,130.6363636363636,60.36363636363637
2550,0.3714565004887585,49,10.12072336265885,-0.4091370068092917,0.007580744907933847,-0.01831782056185983,41,24,7,6,5,4,18,16,14,11,9,7,0.3214546783625732,0.129208211143695,0.003528836754643206,127.7272727272727,59.45454545454545
2622,0.4975562072336266,48,12.91691104594331,-0.2838277584380206,0.01036575431736722,-0.01779081133919844,41,15,21,7,5,4,20,17,15,12,9,8,0.4161799930026644,0.1936070381231672,0.004731182795698925,131,60.36363636363637
2694,0.4506353861192571,47,12.2062561094819,-0.3746296147993927,0.009587986938707597,-0.01849763140085721,39,31,8,6,5,4,21,18,16,13,10,8,0.3460612723977053,0.1737145650048878,0.004868035190615836,127.8181818181818,59
2984,0.4359726295210167,43,11.83186705767352,-0.1497851949768675,0.01013889836095388,-0.01587487781036168,34,29,27,8,6,5,20,17,16,13,10,8,0.4536072276444212,0.1790713587487782,0.004134897360703813,132.7272727272727,60.63636363636363
3056,0.469208211143695,48,12.08748778103616,-0.4481824430876236,0.009775171065493646,-0.01868561545980901,14,30,7,6,5,4,21,17,16,13,10,8,0.3389921171171168,0.1769892473118279,0.004887585532746822,127.0909090909091,58.72727272727273
3489,0.4242424242424243,43,10.11143695014663,-0.3772235112142311,0.009866102889358705,-0.01751384815900945,26,19,14,8,6,4,19,16,14,12,9,7,0.3702799367219202,0.2137927663734116,0.004428152492668622,130.2727272727273,58.72727272727273
3561,0.4936461388074291,49,15.04740957966763,-0.275570857829604,0.01007441099606998,-0.01793238278221593,41,35,18,6,4,3,24,20,18,15,12,10,0.3711094186341707,0.1939100684261977,0.00541544477028348,126.8181818181818,56.09090909090909
3633,0.407624633431085,45,10.92130987292277,-0.334660997986127,0.009058325187357445,-0.01592990840302668,38,21,8,6,5,4,22,19,17,14,11,9,0.352950972555289,0.1309188660801565,0.003988269794721408,122.4545454545455,59.81818181818182
3993,0.4281524926686217,42,10.95698924731182,-0.1609421000981353,0.01019410696830052,-0.01454545454545454,35,31,29,7,5,4,20,17,15,12,10,8,0.466912015266135,0.1686999022482894,0.003851417399804496,129.7272727272727,58.72727272727273
4065,0.4086021505376344,47,11.10312805474095,-0.388255491482151,0.008693662777396477,-0.01596611274030629,39,31,7,6,4,3,21,18,16,13,10,8,0.3495085995085991,0.174652981427175,0.004457478005865104,126.0909090909091,56.63636363636363
4137,0.4115347018572825,46,10.76735092864126,-0.3510213345438039,0.008946406562114838,-0.0164298067523874,38,31,8,7,5,4,21,18,17,14,11,9,0.3537542887305359,0.1098729227761486,0.00383186705767351,120.3636363636364,59.72727272727273
4209,0.3998044965786901,46,9.034213098729218,-0.4474680805020568,0.008691402099536741,-0.01535516454871293,38,29,8,6,4,3,19,16,14,12,9,8,0.3721271393643027,0.1432551319648094,0.003470185728250244,129.4545454545455,59.36363636363637
4280,0.4535679374389052,47,11.4247311827957,-0.397689839572192,0.009650381647636281,-0.01618333876398393,38,25,8,6,5,4,21,18,17,14,11,9,0.3679228797763281,0.1885239491691105,0.004819159335288367,129.5454545454545,59.18181818181818
4643,0.4496578690127077,46,11.99608993157379,-0.217079530638853,0.009775171065493646,-0.0163049853372434,39,11,32,7,6,5,20,17,16,13,10,8,0.4319963257807711,0.1886119257087,0.004525904203323558,129.1818181818182,59
4717,0.4095796676441838,48,11.14760508308897,-0.4324359873728513,0.008532909742587162,-0.01748251748251748,14,29,7,6,4,3,20,17,16,13,10,8,0.3228729923240666,0.1772922776148584,0.00466275659824047,124,56.27272727272727
4790,0.426197458455523,49,11.11339198435972,-0.4136687483507783,0.008697907315418838,-0.01751710654936462,41,23,8,6,5,4,20,17,16,13,10,8,0.3472910984378872,0.2008797653958946,0.004760508308895406,118.8181818181818,52.72727272727273
4863,0.4398826979472141,49,12.39491691104595,-0.3536277602523664,0.008977197917290083,-0.01915933528836755,41,34,8,6,5,4,20,17,16,13,10,8,0.3439639639639641,0.1287878787878788,0.003978494623655914,124.9090909090909,58
5153,0.375366568914956,47,10.36265884652982,-0.3503443071408358,0.007986522742871404,-0.01552748326941875,39,32,8,6,5,4,21,18,16,13,10,8,0.3500998858447489,0.1419061583577713,0.003743890518084067,125.8181818181818,0
5225,0.4301075268817204,46,10.97653958944282,-0.2997595511621692,0.009350163627863487,-0.01431364334590141,38,31,10,7,5,4,23,20,19,16,13,11,0.387315724815725,0.1275562072336266,0.003607038123167155,126.5454545454545,0
5298,0.4017595307917888,43,10.69208211143695,-0.2033278478698115,0.009343244902134624,-0.01417399804496578,32,26,24,9,6,4,21,17,16,13,10,8,0.4377798935082336,0.181661779081134,0.003919843597262951,131.7272727272727,60.54545454545455
5370,0.447702834799609,48,11.98142717497556,-0.4055641674145391,0.00932714239165852,-0.0181216632829536,39,29,8,6,5,4,21,17,16,13,10,8,0.3445650891065738,0.1734799608993159,0.004809384164222874,126.8181818181818,58.45454545454545
5442,0.4232649071358749,46,10.84506353861193,-0.3921312361981157,0.009201411024692933,-0.01684337168208136,37,23,8,6,5,4,21,18,16,13,10,9,0.3478316653836286,0.1883186705767352,0.004652981427174976,120.5454545454545,53.63636363636363
5514,0.4252199413489737,47,11.79618768328445,-0.3175471307230165,0.009047232794659014,-0.01822091886608016,40,33,27,7,5,5,20,17,16,13,10,8,0.3581736909323116,0.09918866080156402,0.003509286412512219,125.1818181818182,58.45454545454545
5802,0.4301075268817204,45,10.12903225806453,-0.4819532908704875,0.009557945041816009,-0.01814271749755621,29,10,9,7,6,5,20,17,16,13,10,8,0.3183441558441562,0.1848191593352884,0.004359726295210167,129,59.18181818181818
5874,0.4731182795698925,48,14.26490713587488,-0.1853628451997533,0.009856630824372761,-0.01687122117229644,41,36,32,7,5,4,21,18,17,14,10,9,0.4283195592286503,0.1821016617790813,0.004858260019550342,127.1818181818182,55.90909090909091
5946,0.3880742913000977,45,10.44281524926686,-0.3633810727323783,0.00862387314000217,-0.01620422588164524,37,23,8,6,5,4,21,17,16,13,10,8,0.3458331855110511,0.1332746823069404,0.003900293255131965,125,59.54545454545455
6018,0.4134897360703812,47,10.1603128054741,-0.3590532999807576,0.008797653958944281,-0.01625122189638319,39,32,9,7,5,4,19,16,15,12,9,8,0.3833449871807679,0.1592179863147606,0.003704789833822091,131,59.72727272727273
6090,0.4643206256109482,47,12.68084066471164,-0.2998650992484095,0.009879162247041452,-0.01658158647405959,39,32,9,7,5,4,21,18,16,13,10,9,0.3951351351351353,0.1650439882697948,0.004604105571847508,128.4545454545455,58.54545454545455
6379,0.5317693059628543,45,14.14711632453568,-0.2018310589048198,0.01181709568806343,-0.01896383186705767,37,33,31,7,5,4,20,17,15,12,9,8,0.4415178571428571,0.1602150537634408,0.004349951124144672,131.5454545454545,61.36363636363637
6451,0.469208211143695,47,12.72385141739981,-0.2536780240464027,0.009983153428589254,-0.0160385214148655,41,18,22,7,5,4,22,19,17,14,11,9,0.4141047297297299,0.1871163245356794,0.00472140762463343,128.2727272727273,58.54545454545455
6525,0.4066471163245357,46,10.76099706744869,-0.3884271244947083,0.008840154702707298,-0.0171817429881946,14,29,8,6,5,4,21,18,17,14,11,9,0.3289930555555559,0.1806744868035192,0.00466275659824047,122.8181818181818,54.54545454545455
6598,0.4291300097751711,48,11.41544477028348,-0.3916338414112006,0.008940208536982731,-0.01725693661177532,40,33,8,6,5,4,21,18,16,13,10,9,0.3456565905313055,0.1495014662756599,0.004447702834799609,119.7272727272727,58.09090909090909
6672,0.4095796676441837,48,9.708211143695017,-0.4868851633690781,0.008532909742587162,-0.01702508960573476,38,9,8,6,5,4,19,16,15,12,9,7,0.3397308406258288,0.1628347996089931,0.003841642228739002,128.7272727272727,58.90909090909091
6744,0.4975562072336266,48,13.01466275659824,-0.3572555205047316,0.01036575431736722,-0.01755910358060896,39,31,9,6,5,4,22,18,17,14,11,9,0.3800392927308449,0.1902248289345064,0.00501466275659824,128.0909090909091,58.36363636363637
6817,0.4203323558162268,46,11.113880742913,-0.3929812216896089,0.009137659909048409,-0.01725693661177532,38,26,8,6,4,4,21,17,16,13,10,8,0.342926356589147,0.1880156402737048,0.00479960899315738,123.5454545454545,55.81818181818182
