rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
597,0.3704789833822091,26,11.00097751710657,-0.1418606717611516,0.01424919166854651,-0.004707812271772227,12,10,9,7,6,5,82,78,76,72,68,40,0.2164288883181175,0.03673509286412512,0.003538611925708699,126.1408905742442,0
934,0.3391984359726295,16,9.586999022482921,-0.03104766760132535,0.02119990224828934,-0.0047479402318112,11,8,8,6,5,4,77,74,72,68,64,47,0.2032564841498566,0.05379276637341152,0.003577712609970674,126.9231596630767,0
1829,0.3548387096774194,31,14.61241446725317,-0.1560022744757003,0.01144640998959417,-0.003992385656222668,14,11,10,7,6,5,88,84,82,77,72,65,0.3003848003848003,0.07334310850439879,0.003284457478005866,125.3586214854116,66.88400709518064
1941,0.3450635386119257,17,9.356793743890528,-0.01776013372335977,0.02029785521246622,-0.005543550959510213,12,9,9,7,5,4,71,67,65,61,57,39,0.1906546041609554,0.01580645161290323,0.003450635386119257,126.1408905742442,66.88400709518064
2053,0.4037145650048876,36,10.10654936461388,-0.3837411741947971,0.01121429347235799,-0.004726897789204461,13,10,9,7,5,4,67,64,63,60,56,55,0.3090832352222492,-0.05057673509286407,0.002326490713587487,124.1852178521629,66.49287255076437
2165,0.4105571847507332,39,15.46236559139786,-0.260652421292199,0.01052710730130085,-0.003847673717268776,14,11,10,8,6,5,89,85,84,80,76,73,0.3491407089151451,0.04040078201368522,0.002981427174975562,125.3586214854116,66.88400709518064
2276,0.3333333333333334,17,9.244868035190642,-0.02770288131112844,0.01960784313725491,-0.005552297165200391,11,9,8,7,5,4,69,66,64,60,56,38,0.1877470355731235,0.0270674486803519,0.003470185728250245,125.5541887576198,66.88400709518064
2388,0.343108504398827,38,10.06158357771263,-0.3112309336442239,0.009029171168390183,-0.003986238590344162,15,11,10,8,6,5,72,68,67,63,59,35,0.3155951938560638,-0.03270772238514171,0.002101661779081134,124.1852178521629,66.10173800634811
2500,0.3548387096774193,34,12.51808406647115,-0.2385210057785419,0.01043643263757116,-0.003086896125945361,13,10,9,7,5,4,89,86,84,81,54,42,0.3681209558587991,0.03479960899315736,0.002502443792766373,124.380785124371,66.10173800634811
3280,0.2746823069403715,85,12.82355816226787,-0.6347524488318008,0.003231556552239665,-0.005088445212174776,11,9,8,7,5,4,67,63,61,57,52,25,0.127821073021308,0.05820136852394914,0.003401759530791789,125.7497560298279,66.49287255076437
3392,0.3059628543499511,40,8.70869990224832,-0.4047031092153986,0.007649071358748778,-0.003997794320374966,12,10,9,7,6,5,73,70,68,64,60,39,0.2404288731250346,-0.03234604105571845,0.002130987292277614,123.9896505799547,65.90617073413998
3503,0.3509286412512219,33,6.184261974584551,-0.4261439974709563,0.01063420125003703,-0.01110459433040078,13,10,9,8,6,5,20,17,16,12,9,7,0.4255595043703774,-0.04506353861192568,0.001720430107526881,123.7940833077466,65.71060346193185
3614,0.3245356793743891,85,16.48191593352887,-0.5290908012573377,0.003818066816169283,-0.006195530957003016,50,10,9,7,6,5,65,61,59,54,49,40,0.1543674698795188,0.05543499511241447,0.003861192570869991,125.5541887576198,67.07957436738876
3725,0.3577712609970675,41,10.15347018572827,-0.4351593337826127,0.008726128317001645,-0.00439882697947214,12,10,9,7,5,4,72,69,67,64,60,39,0.2655554024888647,-0.2045650048875856,0.0005571847507331373,124.1852178521629,66.10173800634811
4170,0.3616813294232649,37,6.749755620723359,-0.5061549601737881,0.009775171065493644,-0.01195578614933454,13,11,10,8,6,5,21,18,16,13,10,8,0.3803946803946802,-0.06336265884652978,0.001759530791788856,123.5985160355385,65.90617073413998
4618,0.3773216031280548,85,18.12414467253184,-0.5186883123887571,0.004439077683859468,-0.004802584045220792,50,12,11,8,7,5,86,82,80,75,69,42,0.190495008928311,0.08735092864125119,0.004095796676441838,125.5541887576198,67.2751416395969
4731,0.3460410557184751,21,9.598240469208211,-0.08188206538344038,0.01647814551040358,-0.005077253031032521,12,10,9,7,6,5,62,58,56,53,50,25,0.3328197226502311,0.0005376344086021628,0.00270772238514174,124.380785124371,65.51503618972372
4842,0.3763440860215053,45,6.768328445747798,-0.7751299826689783,0.008363201911589006,-0.01240694789081886,13,10,9,7,5,4,21,17,16,13,10,8,0.3362721785256997,-0.1048875855327469,0.001466275659824047,123.2073814911222,65.51503618972372
5067,0.3929618768328446,19,10.91495601173022,-0.04289808346766954,0.02068220404383393,-0.004912650073940396,12,10,9,7,6,5,73,69,68,64,61,58,0.3061753090219012,-0.007243401759530777,0.002981427174975562,124.1852178521629,65.31946891751559
5179,0.3939393939393939,32,7.924242424242422,-0.4360081416147542,0.01231060606060606,-0.01186054089279896,11,9,8,6,4,3,23,20,18,15,12,10,0.3853357880413031,-0.006451612903225803,0.002727272727272727,122.6206796744978,65.51503618972372
5291,0.4017595307917889,83,18.68817204301076,-0.5791400774139547,0.004840476274599866,-0.004775578364288042,20,11,10,8,6,5,90,86,83,79,72,43,0.1934238605934565,0.102355816226784,0.00426197458455523,125.5541887576198,66.6884398229725
5403,0.3665689149560117,17,10.11925708699901,-0.01497295208655306,0.02156287735035363,-0.005354459374680848,12,10,9,7,5,4,61,58,56,53,50,47,0.3481269841269837,0.002326490713587492,0.002883675464320625,123.7940833077466,65.51503618972372
5515,0.3939393939393939,45,7.140273704789823,-0.7770552399205988,0.008754208754208754,-0.01267151804786213,12,10,9,7,6,4,22,18,17,14,11,9,0.3281293079680173,-0.05106549364613876,0.002267839687194525,123.0118142189141,65.51503618972372
6186,0.4437927663734116,40,11.00635386119256,-0.4579244193791918,0.01109481915933529,-0.00655241935483871,13,10,9,7,6,5,59,55,53,50,47,46,0.2721535072856656,-0.05677419354838704,0.002825024437927664,123.7940833077466,65.90617073413998
6297,0.4349951124144673,47,18.78250244379278,-0.3027401181399462,0.009255215157754623,-0.005000771724031487,18,11,10,8,6,5,89,85,83,78,71,38,0.2624782402278842,0.1099120234604106,0.004301075268817204,125.5541887576198,66.88400709518064
6409,0.3714565004887586,17,10.43695014662757,-0.02163529081202573,0.02185038238169168,-0.005529953917050691,11,9,8,7,5,4,64,61,59,56,52,32,0.3095886267392622,0.005718475073313796,0.003098729227761486,124.5763523965791,65.90617073413998
6520,0.4271749755620723,42,10.87390029325515,-0.4836839266450912,0.01017083275147791,-0.005719204563691804,13,10,9,7,6,5,62,59,57,53,50,48,0.2906598366678568,-0.06319648093841637,0.002424242424242424,123.4029487633303,65.51503618972372
6632,0.4467253176930596,43,18.36461388074291,-0.290253898972694,0.01038896087658278,-0.004867006225240521,17,10,9,7,5,4,89,85,83,78,72,38,0.2848761614816223,0.09119257086999021,0.004056695992179863,125.3586214854116,66.6884398229725
6743,0.3763440860215054,16,10.48778103616814,-0.02008574890483719,0.02352150537634409,-0.005557117797506662,11,9,8,6,5,4,67,64,62,58,54,52,0.2817452210710641,0.0450537634408602,0.003616813294232649,124.5763523965791,65.90617073413998
6856,0.4340175953079178,41,11.70185728250244,-0.4242753320524607,0.01058579500751019,-0.00558581203742494,13,10,9,8,6,5,65,61,60,56,52,50,0.297865433000568,-0.04967741935483867,0.002580645161290322,123.2073814911222,65.51503618972372
6968,0.4525904203323558,43,19.84310850439883,-0.215571812113599,0.01052535861238037,-0.004712661418943252,21,13,11,9,7,6,90,86,84,57,67,37,0.3276676996275081,0.08874877810361673,0.003910068426197458,124.9674869409954,66.49287255076437
7081,0.3743890518084066,17,10.60117302052787,-0.003319502074688624,0.0220228854004945,-0.005851138109202625,12,10,9,7,6,5,65,61,59,56,52,33,0.2867560997569104,0.008621700879765411,0.003294232649071359,124.380785124371,65.71060346193185
7193,0.4330400782013685,42,11.71065493646141,-0.4512103505843068,0.01031047805241353,-0.005723433493419467,13,10,9,7,6,5,63,60,58,54,51,49,0.2932910336973545,-0.03812316715542519,0.002727272727272727,123.2073814911222,65.51503618972372
7305,0.4613880742913001,43,19.85630498533725,-0.2577167331265691,0.01072995521607675,-0.004755213424568263,18,11,10,8,6,5,90,86,84,54,74,37,0.3194732349713452,0.1301466275659825,0.004349951124144672,124.5763523965791,66.29730527855624
7418,0.378299120234604,17,10.84261974584555,-0.02488279841327064,0.02225288942556494,-0.006046641530512498,11,9,8,7,5,4,64,61,59,55,51,33,0.2782975437345926,0.03619745845552298,0.003636363636363636,124.380785124371,65.51503618972372
7531,0.4261974584555229,43,11.64516129032256,-0.4539578611600787,0.00991156880129123,-0.005610098176718092,13,10,9,8,6,5,63,60,58,55,51,49,0.2954824705111396,-0.02937438905180837,0.002756598240469208,123.0118142189141,65.31946891751559
7643,0.4486803519061583,43,18.86217008797655,-0.2690194859038141,0.01043442678851531,-0.00471758255769476,18,11,10,8,6,5,86,82,80,76,38,33,0.3326393932058422,0.01424242424242425,0.003040078201368524,124.5763523965791,65.90617073413998
