rpeakpos,PH,PRT,PWA,RBAr,SLP1,SLP2,RBW10,RBW25,RBW33,RBW50,RBW66,RBW75,DBW10,DBW25,DBW33,DBW50,DBW66,DBW75,KVAL,AmBE,DfAmBE,sbps,dbps
651,0.3440860215053764,22,15.8802541544477,-0.01631220953494819,0.01564027370478983,-0.003221816585871886,15,13,12,10,7,5,92,43,47,82,30,71,0.4347064393939392,0.1114173998044966,0.003128054740957967,70.79535253934324,0
794,0.3450635386119257,20,31.40615835777126,-0.0006069377655352295,0.01725317693059629,-0.002433610296513523,14,12,11,9,7,6,108,180,59,170,48,149,0.2566545512854775,0.04009775171065492,0.002453567937438905,86.24516704378556,46.54501078553506
1010,0.3958944281524927,25,10.85239491691104,-0.04071338497568004,0.01583577712609971,-0.007620190171509819,16,14,13,11,9,7,38,34,33,28,22,18,0.4844516013598137,0.08007820136852389,0.002649071358748778,81.35598523858229,0
1086,0.3391984359726295,28,10.84066471163246,-0.1152840396753834,0.01211422985616534,-0.006551079556172934,15,12,11,10,8,6,50,46,44,38,32,26,0.3360908628581116,-0.0007526881720429774,0.002033235581622678,79.59587978870911,46.74057805774319
3272,0.4056695992179863,30,13.18963831867056,-0.1287704735788932,0.01352231997393288,-0.006762495392849703,15,13,12,10,8,7,54,50,48,42,34,29,0.3581623196081024,6.842619745847767e-05,0.002297165200391007,89.1786761269075,0
4087,0.3294232649071359,23,10.36803519061584,0.02394757931457123,0.01432275064813634,-0.004973332647356416,17,15,14,12,10,8,51,48,46,41,34,28,0.4760756676557866,0.02251221896383184,0.001700879765395894,87.02743613261808,0
7148,0.3665689149560118,167,32.58162267839685,-0.3170021901533118,0.00219502344285037,-0.00635386119257087,109,64,71,99,95,88,54,49,46,38,25,17,0.354678311499272,0.0007135874877810322,0.002033235581622679,90.35207976015629,44.00263624682936
10003,0.3118279569892473,21,12.07624633431086,-0.01764610652420266,0.0148489503328213,-0.002955022977269919,14,12,11,9,7,6,81,78,76,71,64,59,0.4556484384070593,-0.1370967741935484,0.0003714565004887593,64.1460652842668,0
11218,0.5503421309872922,21,31.3304007820137,0.01528813453558395,0.02620676814225201,-0.004952138549217064,16,13,12,11,9,7,99,58,60,88,79,28,0.4752660801946827,0.2244379276637344,0.005073313782991203,92.89445429886199,56.32337439594158
11292,0.4936461388074291,20,34.62756598240466,0.007890130984643244,0.02468230694037146,-0.002271694684234439,15,12,12,10,8,7,207,115,201,196,189,67,0.313491692516891,-0.2331085043988269,0.001055718475073314,96.80579974302459,50.26078895748954
18435,0.4486803519061584,21,25.21603128054743,0.01380058923864162,0.0213657310431504,-0.003901641554589275,16,13,13,11,9,7,109,105,59,96,48,40,0.4100472305710609,0.1814467253176932,0.004301075268817205,86.24516704378556,57.10564348477411
20898,0.335288367546432,19,30.45845552297161,0.002310728842389038,0.01764675618665432,-0.002434906247222963,14,12,11,9,7,6,158,154,46,85,136,129,0.3994802890100133,0.01924731182795697,0.002003910068426197,102.6728179092685,54.36770167386028
21910,0.4604105571847507,32,34.0752688172043,-0.06780171548237184,0.01438782991202346,-0.002388766968984871,16,13,12,10,8,7,145,101,44,39,127,122,0.5166660865731556,-0.1148484848484848,0.0006940371456500494,107.3664324422636,51.04305804632206
22080,0.3382209188660802,18,10.05474095796676,0.01711063581567196,0.01879005104811557,-0.006060606060606061,13,11,11,9,7,6,58,55,53,49,41,34,0.2884601991782157,-0.0002541544477028501,0.002453567937438905,107.1708651700555,56.71450894035785
22165,0.303030303030303,20,29.44770283479958,-0.002887966804979224,0.01515151515151515,-0.002068013577172274,14,12,11,9,7,6,112,187,123,24,14,153,0.2688172043010747,-0.0007135874877810122,0.001964809384164223,104.2373560869336,55.34553803490093
22497,0.5943304007820137,131,30.56598240469206,-0.4097348811922352,0.004536873288412319,-0.006644061583577714,124,43,66,12,10,8,57,53,51,44,34,28,0.4086285425101213,-0.03857282502443792,0.001876832844574781,102.0861160926441,50.06522168528141
22582,0.4281524926686218,20,13.25219941348973,0.008925278453935297,0.02140762463343109,-0.006547812999425904,15,12,11,9,8,6,56,52,50,45,40,34,0.4023216152280353,0.01776148582600198,0.00278592375366569,104.8240579035579,53.38986531281962
23400,0.4359726295210166,20,54.16324535679364,0.005991806385244314,0.02179863147605083,-0.001800342953813139,15,13,12,10,8,7,289,192,109,237,267,162,0.2806934404662538,-0.08004887585532738,0.002121212121212121,88.00527249365872,59.84358529568793
23678,0.5757575757575757,31,18.29325513196479,-0.1242919739232663,0.01857282502443793,-0.008341479309221245,16,14,13,11,8,7,53,50,48,44,37,31,0.4195973805481443,0.04917888563049856,0.003362658846529815,106.5841633534311,49.47851986865702
23757,0.4330400782013685,20,14.76735092864125,0.02088435824452255,0.02165200391006843,-0.008764517785840913,15,13,12,10,8,7,53,48,46,39,29,23,0.3422579078206701,0.02128054740957968,0.002844574780058651,100.7171451871872,52.02089440736271
23914,0.5151515151515151,21,15.8724340175953,0.02709776751347188,0.02453102453102453,-0.008609010306803177,16,14,13,11,9,7,50,47,45,39,32,28,0.4245122366564492,0.03047898338220918,0.003059628543499511,100.7171451871872,51.04305804632206
24168,0.5298142717497556,226,63.90615835777128,-0.1674773617229571,0.002344310936945821,-0.00410208071498394,39,173,101,140,9,81,105,101,99,70,87,35,0.4248455206445557,0.1591984359726296,0.004301075268817203,86.83186886040994,64.34163255647493
25725,0.378299120234604,60,17.08015640273705,0.05348251588164577,0.006304985337243401,-0.01044546850998464,55,19,11,30,49,35,30,27,26,23,19,15,0.5003943968448255,-0.001153470185728257,0.00179863147605083,105.8018942645986,65.71060346193185
25822,0.4222873900293255,19,44.15640273704793,0.005689365093420755,0.02222565210680661,-0.001055003218653887,14,12,11,9,8,7,323,191,38,316,313,12,0.3939654712349239,0.1583284457478007,0.004907135874877811,88.98310885469938,68.05741072842942
26228,0.2785923753665689,122,22.12707722385146,-0.4472742534016593,0.002283544060381712,-0.006124948958758676,117,70,49,67,100,102,72,69,67,62,53,47,0.03171859998254419,-0.393685239491691,-0.0007526881720430112,105.4107597201823,54.95440349048467
